-0.6,-2.44
-0.5,-2.08
-0.4,-1.6
-0.3,-1.24
-0.2,-0.84
-0.1,-0.456
0.1,0.376
0.2,0.72
0.3,1.14
0.4,1.52
0.5,1.86
0.6,2.28
