1.6,0.78
1.4,0.72
1.2,0.66
1,0.58
0.9,0.54
0.8,0.5
0.7,0.44
0.6,0.38
0.5,0.34
0.4,0.28
0.3,0.22
0.2,0.14
0.1,0.08
0,0
-0.1,-0.06
-0.2,-0.12
-0.3,-0.18
-0.4,-0.26
-0.5,-0.32
-0.6,-0.38
-0.7,-0.42
-0.8,-0.48
-0.9,-0.52
-1,-0.58
-1.2,-0.66
-1.4,-0.72
-1.6,-0.78
