0,-0.92
0.56,0.8
1.16,-0.74
1.72,0.64
2.32,-0.56
2.88,0.5
3.48,-0.44
4.04,0.38
4.64,-0.32
5.2,0.3
5.8,-0.24
6.36,0.26
6.96,-0.2
7.52,0.18
8.12,-0.16
