0.2,0.52
0.3,0.56
0.4,0.6
0.5,0.688
0.6,0.864
0.65,1.02
0.7,1.22
0.71,1.3
0.72,1.34
0.73,1.42
0.74,1.5
0.75,1.6
0.76,1.66
0.77,1.76
0.78,1.88
0.79,2
0.8,2.08
0.81,2.24
0.82,2.36
0.83,2.48
0.84,2.6
0.85,2.7
0.86,2.72
0.87,2.7
0.88,2.62
0.89,2.52
0.9,2.36
0.91,2.2
0.92,2.06
0.93,1.9
0.94,1.8
0.95,1.68
0.96,1.56
0.97,1.48
0.98,1.38
0.99,1.28
1,1.2
1.01,1.16
1.02,1.08
1.03,1
1.04,0.94
1.05,0.92
1.1,0.76
1.15,0.62
1.2,0.54
1.3,0.376
1.4,0.288
