0,-1.4
0.6,1.26
1.2,-1.18
1.76,1.08
2.36,-1
2.96,0.92
3.52,-0.86
4.12,0.78
4.68,-0.7
5.28,0.66
5.84,-0.62
6.4,0.56
7,-0.54
7.6,0.48
8.16,-0.44
